trial,year_harvest,location,trial_type,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,NOHAV,RTNO,SHTWT,RTWT,DM,STARCH,FYLD,DYLD,TYLD,HI,NDVI3,NDVI6,NDVI9,LODG,PLTHT3,BRNHT3,BRNLEV3,PLTHT6,BRNHT6,BRNLEV6,PLTHT9,BRNHT9,BRNLEV9,CHL3,CHL6,CHL9,CHL12,ANGBR9,STMDI9,PPSTD9
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1076P0117_2301,TMS18F1076P0117,2301,33,,2,33,1,,,,,,,,,,,0.52,0.8,0.9,,,,,,,,,,,54.5,50.2,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1395P0055_2302,TMS18F1395P0055,2302,33,,2,33,2,7,58,15.2,31.4,38.66,27.18,31.4,12.14,15.2,0.67,0.85,0.86,0.82,,94,,,124,58,2.4,147,75,2.6,50.17,45.2,49.33,52.9,93.25,22.39,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1343P0014_2303,TMS18F1343P0014,2303,33,,2,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1277P0007_2304,TMS18F1277P0007,2304,33,,2,33,4,7,25,19.55,15.45,31.94,18.23,15.45,4.93,19.55,0.44,0.74,0.87,0.84,,97,,,170,,,227,140,2.2,53.1,50.5,52.83,54.83,85.4,25.49,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1076P0001_2305,TMS18F1076P0001,2305,33,,2,33,5,4,53,44.15,27.5,34.26,21.32,27.5,9.42,44.15,0.38,0.77,0.87,0.86,,101,,,172,69,2.8,,,,54.23,45.77,46.83,52.07,98.42,35.72,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1334P0023_2306,TMS18F1334P0023,2306,33,,2,33,6,6,40,7.85,20.55,35.78,23.34,20.55,7.35,7.85,0.72,0.75,0.84,0.8,,105,,,138,,,201,,,48.6,45.73,45,48.63,84.01,19.79,3
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS13F1343P0022_2307,TMS13F1343P0022,2307,33,,2,33,7,11,88,17.68,34.05,34.65,21.84,34.05,11.8,17.68,0.66,0.73,0.85,0.8,,120,,,141,108,2.4,190,127,2.6,48.63,48.53,47.5,47.9,100.22,20.79,3
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1038P0056_2308,TMS18F1038P0056,2308,33,,2,33,8,9,63,17.35,25.47,32.82,19.4,25.47,8.36,17.35,0.59,0.76,0.83,0.81,,85,,,138,,,166,,,48.73,48.7,50.57,54.37,92.32,28.63,3.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1424P0020_2309,TMS18F1424P0020,2309,33,,2,33,9,10,59,22.6,29.37,26.68,11.22,29.37,7.84,22.6,0.57,0.77,0.86,0.85,3,97,,,161,,,193,,,52.27,48.3,51.07,45.83,0,21.04,2.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA30572_2310,IITA-TMS-IBA30572,2310,33,1,2,33,10,2,31,12.08,9.45,36.74,24.62,9.45,3.47,12.08,0.44,0.77,0.83,0.85,,126,,,,,,,,,47.73,43.13,49.37,48.93,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1377P0023_2311,TMS18F1377P0023,2311,33,,2,33,11,4,25,14.3,12.15,36.18,23.87,12.15,4.4,14.3,0.46,0.8,0.83,0.88,3,84,,,,,,,,,51.57,49.63,49.03,49.8,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1205P0010_2312,TMS18F1205P0010,2312,33,,2,33,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1295P0035_2313,TMS18F1295P0035,2313,33,,2,33,13,5,29,12.9,13.58,32.42,18.87,13.58,4.4,12.9,0.51,0.8,0.86,0.88,,151,,,184,,,222,,,51.9,47.2,51.27,52.8,0,23.56,2.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1165P0018_2314,TMS18F1165P0018,2314,33,,2,33,14,9,50,23.55,26.5,32.09,18.43,26.5,8.5,23.55,0.53,0.78,0.83,0.89,1,84,,,146,,,199,139,2,52.4,47.5,51.63,52.47,75.78,22.93,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1436P0049_2315,TMS18F1436P0049,2315,33,,2,33,15,9,85,18.9,27.5,39.7,28.55,27.5,10.92,18.9,0.59,0.77,0.84,0.86,,101,,,144,,,165,123,2.6,48.93,45.17,49.07,51.5,87.93,17.63,3.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1355P0120_2316,TMS18F1355P0120,2316,33,,2,33,16,9,45,34.2,14.1,30.27,16,14.1,4.27,34.2,0.29,0.81,0.87,0.87,11,129,85,2,161,85,2.2,181,92,2.4,53.13,48.6,50.73,53.8,88.42,24.9,2.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1222P0012_2317,TMS18F1222P0012,2317,33,,2,33,17,3,30,25.85,13.75,31.96,18.26,13.75,4.4,25.85,0.35,0.76,0.86,0.88,,108,,,179,,,,,,51.17,46.77,49.43,45.93,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA982101_2318,IITA-TMS-IBA982101,2318,33,1,2,33,18,9,60,31.58,29.3,34.45,21.57,29.3,10.09,31.58,0.48,0.81,0.86,0.83,,93,,,155,,,215,95,2.2,41.73,41.73,38.23,39.23,89.52,28.18,2.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS181258P0156_2319,TMS18F1258P0156,2319,33,,2,33,19,10,92,20.59,39.1,37.05,25.03,39.1,14.49,20.59,0.66,0.81,0.83,0.86,1,109,,,165,,,203,,,52.07,50,49.83,49.4,96.89,23.31,3.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1121P0029_2320,TMS18F1121P0029,2320,33,,2,33,20,3,15,12.85,14.25,30,15.64,14.25,4.27,12.85,0.53,0.77,0.81,0.8,3,,,,,,,,,,47.57,47.87,48.6,52.5,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1260P0054_2321,TMS18F1260P0054,2321,33,,2,33,21,7,43,10.5,29.25,30.16,15.86,29.25,8.82,10.5,0.74,0.75,0.83,0.84,,96,,,141,90,2.4,159,93,2.4,51.9,47.8,51.43,49.37,102.7,21.01,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1369P0010_2322,TMS18F1369P0010,2322,33,,2,33,22,4,32,35.7,21.75,35.56,23.04,21.75,7.73,35.7,0.38,0.81,0.88,0.87,4,79,,,135,,,,,,51,49.63,49.5,54.7,,34.98,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1320P0051_2323,TMS18F1320P0051,2323,33,,2,33,23,2,7,5,2,,,2,,5,0.29,0.74,0.84,0.73,,,,,,,,,,,46.8,50.1,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1345P0001_2324,TMS18F1345P0001,2324,33,,2,33,24,7,28,9.15,15.65,32.06,18.39,15.65,5.02,9.15,0.63,0.76,0.82,0.9,,96,,,152,,,177,,,50.37,49.43,46.5,51,77.98,21.13,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1310P0151_2325,TMS18F1310P0151,2325,33,,2,33,25,7,25,11.95,11.3,36.3,24.03,11.3,4.1,11.95,0.49,0.78,0.84,0.84,2,114,,,168,,,195,,,54.43,49.67,51,54.23,0,18.29,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA980581_2326,IITA-TMS-IBA980581,2326,34,1,2,34,25,9,86,20.35,20.65,29.52,15.01,20.65,6.1,20.35,0.5,0.78,0.8,0.88,,132,,,194,,,215,,,45.43,43.53,43.83,40.1,,24.05,3.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1142P0017_2327,TMS18F1142P0017,2327,34,,2,34,24,9,71,18.55,32.3,40.3,29.36,32.3,13.02,18.55,0.64,0.82,0.8,0.8,6,100,66,2,136,59,3,159,59,2.2,54.77,50.03,50.8,53.67,78.14,25.87,2.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMEB419_2328,TMEB419,2328,34,1,2,34,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1073P0035_2329,TMS18F1073P0035,2329,34,,2,34,22,9,92,21.45,45.6,27.47,12.27,45.6,12.53,21.45,0.68,0.77,0.86,0.76,,106,,,151,84,2.6,210,50,2.4,53.47,50.47,48.87,48.97,75.05,25.07,1.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1306P0149_2330,TMS18F1306P0149,2330,34,,2,34,21,7,20,11.96,12.05,33.07,19.73,12.05,3.99,11.96,0.5,0.81,0.81,0.83,1,114,,,169,126,2,200,104,2.2,50.3,50.3,51.07,55.53,98.56,24.04,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1333p0013_2331,TMS18F1333p0013,2331,34,,2,34,20,7,40,10.25,17.6,36.14,23.82,17.6,6.36,10.25,0.63,0.75,0.83,0.83,5,92,,,135,,,169,,,46.67,48.83,49.47,51.87,85.01,20.15,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1306P0127_2332,TMS18F1306P0127,2332,34,,2,34,19,7,56,20.8,25.34,37.54,25.69,25.34,9.51,20.8,0.55,0.78,0.83,0.81,4,124,,,159,113,2.2,217,128,2.2,51.87,50.2,51.43,49.97,76.6,29.94,2.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA000070_2333,IITA-TMS-IBA000070,2333,34,1,2,34,18,10,50,20.17,35.26,32.18,18.54,35.26,11.35,20.17,0.64,0.77,0.86,0.84,1,145,,,201,,,262,,,56.53,50.67,49.7,54.43,89.51,25.36,1.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0156_2334,TMS18F1348P0156,2334,34,,2,34,17,10,116,33.85,45.73,35.74,23.28,45.73,16.34,33.85,0.57,0.82,0.88,0.87,,147,,,222,,,264,171,2.8,51.7,50.97,51.07,54.07,88.18,27.84,3.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1396P0053_2335,TMS18F1396P0053,2335,34,,2,34,16,7,51,14.25,25.8,32.65,19.18,25.8,8.42,14.25,0.64,0.75,0.85,0.84,1,105,,,160,107,2.6,191,120,2.6,51.27,50.33,50.43,48.67,92.52,22.54,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1365P0005_2336,TMS18F1365P0005,2336,34,,2,34,15,5,34,17.56,24.5,32.77,19.33,24.5,8.03,17.56,0.58,0.71,0.76,0.85,3,169,,,284,,,366,,,53.1,49.93,49.83,50.97,0,37.27,2.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1318P0007_2337,TMS18F1318P0007,2337,34,,2,34,14,5,35,11.55,14.6,33.69,20.56,14.6,4.92,11.55,0.56,0.68,0.84,0.87,,79,,,147,,,184,135,2.8,51.7,50.27,50.97,48.53,88.59,21.82,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1224P0014_2338,TMS18F1224P0014,2338,34,,2,34,13,7,44,24.8,25.45,32.86,19.45,25.45,8.36,24.8,0.51,0.81,0.87,0.83,2,103,74,2.4,134,81,2.6,170,71,2.6,51.7,49.4,51.23,57.03,93.59,24.65,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1280P0112_2339,TMS18F1280P0112,2339,34,,2,34,12,9,101,16.65,31.4,35.03,22.35,31.4,11,16.65,0.65,0.81,0.88,0.83,,134,,,147,,,245,192,2,52.4,50.07,47.3,52.57,86.39,16.95,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1153P0053_2340,TMS18F1153P0053,2340,34,,2,34,11,4,16,19.2,15.05,38.36,26.78,15.05,5.77,19.2,0.44,0.77,0.84,0.88,3,151,,,177,125,2.4,,,,53.07,50.4,51.3,58.37,90.2,27.5,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1010P0011_2341,TMS18F1010P0011,2341,34,,2,34,10,9,90,40.28,34.38,36.92,24.86,34.38,12.69,40.28,0.46,0.75,0.87,0.81,1,100,,,171,,,212,130,2.8,48.07,50.07,50.03,51.73,92.18,26.35,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1202p0001_2342,TMS18F1202p0001,2342,34,,2,34,9,7,90,51.02,33.05,34.05,21.04,33.05,11.25,51.02,0.39,0.83,0.9,0.88,3,108,,,167,110,2.4,211,95,2.6,50.77,47.57,50.23,48.1,92.15,23.61,2.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1152P0003_2343,TMS18F1152P0003,2343,34,,2,34,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1305P0138_2344,TMS18F1305P0138,2344,34,,2,34,7,6,71,50.65,42.1,39.43,28.2,42.1,16.6,50.65,0.45,0.79,0.85,0.8,2,125,,,201.4,,,,,,54.17,50.17,50.67,51.07,90.43,34.11,3.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1562P0030_2345,TMS18F1562P0030,2345,34,,2,34,6,2,20,5.65,10.25,37.33,25.41,10.25,3.83,5.65,0.64,0.77,0.85,0.83,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0051_2346,TMS18F1348P0051,2346,34,,2,34,5,5,54,10.86,21.35,31.98,18.28,21.35,6.83,10.86,0.66,0.7,0.82,0.8,1,94,,,133,,,139,,,47.13,43.17,41.9,45.17,104.31,18.51,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1277P0031_2347,TMS18F1277P0031,2347,34,,2,34,4,9,48,20.35,30,32.06,18.39,30,9.62,20.35,0.6,0.74,0.85,0.81,,130,,,176,,,247,,,52.8,50.1,50.73,54.43,0,19.99,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1178P0010_2348,TMS18F1178P0010,2348,34,,2,34,3,9,86,21.8,33.2,36.43,24.21,33.2,12.1,21.8,0.6,0.81,0.85,0.83,,112,,,133,,,166,119,2.8,50.2,49.3,51,51.07,84.82,18.63,3.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1373P0028_2349,TMS18F1373P0028,2349,34,,2,34,2,6,64,14.45,21.3,30.66,16.52,21.3,6.53,14.45,0.6,0.8,0.87,0.88,,89,,,142,68,2.6,184,118,2.2,55.1,50.43,51.83,52.97,91.82,25.33,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1338P0085_2350,TMS18F1338P0085,2350,34,,2,34,1,8,68,29.8,36.25,33.6,20.44,36.25,12.18,29.8,0.55,0.75,0.88,0.85,2,101,,,162,111,2.4,199,141,3,52.13,50.1,51.07,52.63,100.74,27.49,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1221P0053_2351,TMS18F1221P0053,2351,35,,2,35,1,8,42,14.25,29.45,31.07,17.07,29.45,9.15,14.25,0.67,0.76,0.78,0.82,,78,,,115,,,155,,,47.1,44.87,45.17,50.5,90.37,19.27,2.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1322P0019_2352,TMS18F1322P0019,2352,35,,2,35,2,9,76,11.85,17.25,32.39,18.83,17.25,5.59,11.85,0.59,0.71,0.77,0.85,,94,,,146,,,136,,,48.2,44.87,47.43,48.63,86.85,20.67,2.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1003P0010_2353,TMS18F1003P0010,2353,35,,2,35,3,9,78,25.98,34.4,33.78,20.68,34.4,11.62,25.98,0.57,0.76,0.88,0.9,,102,,,163,122,3.4,173,117,3,53.03,49.3,49.97,49.9,84.85,27.85,3.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1334P0003_2354,TMS18F1334P0003,2354,35,,2,35,4,9,57,16.55,29.8,35.33,22.74,29.8,10.53,16.55,0.64,0.76,0.87,0.88,2,104,,,158,,,206,,,53.73,51.07,51.8,56.83,75.85,21.14,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMEB419_2355,TMEB419,2355,35,1,2,35,5,6,36,16.5,25.8,35.26,22.65,25.8,9.1,16.5,0.61,0.73,0.85,0.88,1,152,,,214,,,195,,,55.13,50.03,51.13,52.77,0,22.82,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1139P0076_2356,TMS18F1139P0076,2356,35,,2,35,6,7,60,11.7,29.53,37.82,26.05,29.53,11.17,11.7,0.72,0.76,0.84,0.86,3,99,81,2.6,125,,,154,97,2.2,50.6,47.83,47.2,46.47,97.56,28.03,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA30572_2357,IITA-TMS-IBA30572,2357,35,1,2,35,7,1,8,2,6.6,34.41,21.52,6.6,2.27,2,0.77,0.75,0.81,0.8,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1051P0059_2358,TMS18F1051P0059,2358,35,,2,35,8,7,67,15.2,27.65,31.85,18.11,27.65,8.81,15.2,0.65,0.76,0.83,0.82,,108,,,168,,,197,,,54.77,49.4,51.8,54.2,95.86,24.87,2.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1280P0140_2359,TMS18F1280P0140,2359,35,,2,35,9,7,38,9.45,26.5,30.28,16.01,26.5,8.02,9.45,0.74,0.73,0.8,0.84,2,98,,,131,,,158,,,47.53,50.2,51.27,51.2,90.83,19.01,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1325P0032_2360,TMS18F1325P0032,2360,35,,2,35,10,7,41,5.8,17.35,33.06,19.71,17.35,5.74,5.8,0.75,0.68,0.76,0.86,,77,,,101,,,143,,,47.93,45.93,44.93,49.77,94.08,16.09,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1076P0066_2361,TMS18F1076P0066,2361,35,,2,35,11,8,49,14.25,29.45,33.15,19.83,29.45,9.76,14.25,0.67,0.68,0.86,0.87,,86,,,126,,,164,80,2.4,52.47,47.03,46.9,50.17,83.07,21.86,2.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1063P0008_2362,TMS18F1063P0008,2362,35,,2,35,12,11,120,29.3,50.2,31.13,17.15,50.2,15.63,29.3,0.63,0.81,0.85,0.89,,131,,,201,,,231,,,55.93,51.3,51.07,53.77,99.3,23.89,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA982101_2363,IITA-TMS-IBA982101,2363,35,1,2,35,13,5,44,22.56,23.45,33.33,20.08,23.45,7.82,22.56,0.51,0.76,0.86,0.87,,97,,,160,92,2.2,205,86,2.2,45.17,41.97,37.53,39.2,95.28,28.72,1.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1004P0008_2364,TMS18F1004P0008,2364,35,,2,35,14,5,28,9.8,19.85,37.09,25.08,19.85,7.36,9.8,0.67,0.75,0.85,0.87,2,113,,,141,,,222,,,55.93,50.43,51.27,56.83,0,17.4,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1044P0013_2365,TMS18F1044P0013,2365,35,,2,35,15,8,56,18.5,32.45,34.01,20.99,32.45,11.04,18.5,0.64,0.71,0.85,0.86,2,122,,,159,95,3,187,108,3.2,49.7,48.47,50.2,50.93,83.85,26.14,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1355P0089_2366,TMS18F1355P0089,2366,35,,2,35,16,2,8,25.4,6.05,34.42,21.53,6.05,2.08,25.4,0.19,0.79,0.87,0.83,,,,,,,,,,,51.4,49.27,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1286P0012_2367,TMS18F1286P0012,2367,35,,2,35,17,6,30,20.05,33.95,34.82,22.06,33.95,11.82,20.05,0.63,0.81,0.83,0.85,,119,,,190,147,2.8,269,173,2.8,54.77,47.3,51.3,54.53,86.11,30.11,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1051P0063_2368,TMS18F1051P0063,2368,35,,2,35,18,7,54,25.36,20.26,30.81,16.72,20.26,6.24,25.36,0.44,0.82,0.88,0.88,3,134,,,136,,,167,,,51.63,47.77,45.33,48.67,80.41,24.94,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1107P0020_2369,TMS18F1107P0020,2369,35,,2,35,19,9,30,15.15,14.65,29.96,15.59,14.65,4.39,15.15,0.49,0.78,0.85,0.88,3,141,,,190,,,212,,,55.6,47.93,50.47,48.77,79.23,28.39,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1335P0035_2370,TMS18F1335P0035,2370,35,,2,35,20,7,57,20.15,35.42,30.95,16.91,35.42,10.96,20.15,0.64,0.81,0.89,0.87,1,99,,,149,103,2.8,177,102,2.2,52.03,47.2,46.8,49.73,77.17,25.26,2.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1120P0004_2371,TMS18F1120P0004,2371,35,,2,35,21,5,36,8.2,14.68,34.57,21.73,14.68,5.08,8.2,0.64,0.78,0.84,0.85,,107,,,145,,,206,,,49.97,46.43,49.97,45.93,83.3,24.07,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1342P0003_2372,TMS18F1342P0003,2372,35,,2,35,22,3,12,3.05,7.7,30.64,16.49,7.7,2.36,3.05,0.72,0.72,0.82,0.85,1,77,,,115,,,,,,47.57,45.43,50.8,46.43,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1040P0044_2373,TMS18F1040P0044,2373,35,,2,35,23,4,38,8.03,13.45,30.72,16.6,13.45,4.13,8.03,0.63,0.78,0.83,0.81,7,97,,,118,,,124,82,2.2,49.7,45.1,49.6,47.1,83.71,18.55,1
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1096P0024_2374,TMS18F1096P0024,2374,35,,2,35,24,6,57,25.3,27.3,37.74,25.95,27.3,10.3,25.3,0.52,0.81,0.88,0.86,,109,,,138,59,2.6,163,79,2.6,47.1,44.93,49.73,48.47,,34.91,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1472P0042_2375,TMS18F1472P0042,2375,35,,2,35,25,4,36,15.2,21.06,32.56,19.05,21.06,6.86,15.2,0.58,0.8,0.87,0.86,,,,,,,,,,,51.73,49.7,50.47,54.43,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0098_2376,TMS18F1348P0098,2376,36,,2,36,25,9,75,28.09,20.15,29.82,15.41,20.15,6.01,28.09,0.42,0.84,0.89,0.83,,100,,,171,72,2.8,167,67,2.8,56.47,50,50.93,54.5,81.47,29.86,3
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1016P0010_2377,TMS18F1016P0010,2377,36,,2,36,24,3,18,2,3.95,,,3.95,,2,0.66,0.77,0.83,0.81,2,109,,,162,,,,,,51.9,47.4,48.53,53.83,58.68,29.02,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1330P0020_2378,TMS18F1330P0020,2378,36,,2,36,23,9,64,25.5,26.6,38.66,27.18,26.6,10.28,25.5,0.51,0.81,0.88,0.83,,115,,,164,,,187,124,2.4,48,49.47,51.57,51.9,89.92,22.69,2
