ENV,ENTRY,BLK,REP,NOHAV,RTNO,SHTWT,RTWT,DM,STARCH,FYLD,DYLD,TYLD,HI,NDVI3,NDVI6,NDVI9,LODG,PLTHTIII,BRNHTIII,BRNLEVIII,PLTHTVI,BRNHTVI,BRNLEVVI,PLTHTIX,BRNHTIX,BRNLEVIX,CHL3,CHL6,CHL9,CHL12,ANGBR9,STMDI9,PPSTD9
onne,TMS18F1287P0029,25,2,9,66,14.75,28.65,35.16,22.52,28.65,10.07,14.75,0.66,0.8,0.87,0.86,,126.00,,,176.00,,,220.00,,,51.20,47.57,50.53,48.13,0.00,21.34,2.40
onne,TMS18F1179P0008,25,2,9,91,23.45,39.4,35.34,22.75,39.4,13.92,23.45,0.63,0.74,0.88,0.87,2,110.00,,,161.00,,,231.00,149.00,3.00,46.50,46.40,49.43,49.10,89.77,24.90,2.20
onne,TMS18F1377P0007,25,2,7,57,11.25,24.05,34.59,21.75,24.05,8.32,11.25,0.68,0.77,0.8,0.89,,122.00,,,166.00,126.00,3.20,157.00,,,53.00,48.27,50.70,50.40,89.35,22.34,1.40
onne,IITA-TMS-IBA980581,25,2,7,39,15.2,18.15,32.04,18.36,18.15,5.81,15.2,0.54,0.77,0.84,0.82,4,126.00,,,168.00,,,181.00,,,45.23,40.93,40.90,43.83,0.00,28.38,2.00
onne,TMS18F1165P0008,25,2,6,42,22.7,17.1,36.88,24.81,17.1,6.31,22.7,0.43,0.85,0.88,0.9,,149.00,,,199.00,132.00,2.80,228.00,,,53.63,48.30,50.67,49.37,86.73,29.17,2.60
onne,TMS18F1489P0038,25,2,8,65,20.14,18.95,31.48,17.62,18.95,5.97,20.14,0.48,0.76,0.89,0.88,,102.00,,,153.00,94.00,3.20,203.00,100.00,2.60,49.23,49.73,44.77,52.33,87.04,30.38,2.80
onne,TMS18F1308P0077,25,2,9,68,26.2,32.45,38.86,27.44,32.45,12.61,26.2,0.55,0.82,0.89,0.89,,118.00,,,155.00,84.00,3.20,211.00,100.00,2.60,43.00,42.07,38.67,41.07,80.45,29.41,1.80
onne,TMS18F1280P0126,25,2,6,32,10.25,18.25,36.46,24.25,18.25,6.65,10.25,0.64,0.73,0.87,0.83,,87.00,,,131.00,,,158.00,101.00,2.40,47.60,46.90,43.73,52.17,94.81,20.48,2.00
onne,TMS18F1278P0068,25,2,3,14,7.1,9.5,32.69,19.22,9.5,3.11,7.1,0.57,0.75,0.87,0.88,2,108.00,,,,,,,,,54.13,43.37,49.47,56.07,,,
onne,TMS18F1343P0153,25,2,4,38,13.6,21.4,35.68,23.21,21.4,7.64,13.6,0.61,0.79,0.88,0.8,,102.00,,,174.00,,,,,,50.10,46.67,49.33,53.73,,,
onne,IITA-TMS-IBA30572,25,2,4,47,19.2,21.25,36.76,24.65,21.25,7.81,19.2,0.53,0.83,0.87,0.83,1,117.00,,,172.00,,,248.00,175.00,3.00,48.73,45.37,46.93,46.70,76.84,23.76,3.20
onne,TMS18F1065P0037,25,2,3,20,7.3,14.7,35.49,22.96,14.7,5.22,7.3,0.67,0.79,0.85,0.84,,94.00,,,141.00,,,198.00,,,51.83,47.53,50.40,53.73,51.55,20.89,1.40
onne,TMS18F1302P0018,25,2,7,56,12.85,31.6,33.87,20.8,31.6,10.7,12.85,0.71,0.83,0.87,0.9,,114.00,,,175.00,,,236.00,,,51.53,50.13,50.67,53.67,0.00,22.23,1.60
onne,TMS18F1280P0136,25,2,2,9,2.4,6.55,31.48,17.61,6.55,2.06,2.4,0.73,0.69,0.84,0.77,3,83.00,,,147.00,100.00,3.00,,,,49.40,48.73,46.13,49.43,,,
onne,TMS18F1127P0011,25,2,6,33,9.3,17.5,29.85,15.44,17.5,5.22,9.3,0.65,0.81,0.84,0.83,,130.00,93.00,2.80,139.00,,,166.00,90.00,2.60,50.20,47.43,49.07,51.17,83.35,,1.20
onne,TMS18F1076P0106,26,2,4,15,4.02,5.9,,,5.9,,4.02,0.59,0.68,0.83,0.83,1,112.00,,,171.00,,,173.00,,,53.37,49.27,51.67,55.67,0.00,20.81,1.60
onne,TMS18F1003P0009,26,2,7,55,18.2,24.45,35.59,23.08,24.45,8.7,18.2,0.57,0.87,0.87,0.84,,125.00,76.00,3.00,161.00,84.00,2.80,174.00,95.00,2.60,48.43,49.00,51.13,55.63,85.18,30.54,2.00
onne,TMS18F1323p0025,26,2,7,75,20.16,25.25,37.27,25.32,25.25,9.41,20.16,0.56,0.75,0.88,0.85,,115.00,,,167.00,97.00,3.20,208.00,87.00,3.00,50.60,47.30,49.87,50.20,86.63,31.08,2.00
onne,TMS18F1353P0023,26,2,3,16,5.08,6.2,32.46,18.92,6.2,2.01,5.08,0.55,0.66,0.87,0.88,4,72.00,,,103.00,,,,,,48.77,49.20,50.90,53.50,78.78,25.76,1.20
onne,TMS18F1320P0101,26,2,4,38,20.36,22.45,36.24,23.96,22.45,8.14,20.36,0.52,0.78,0.88,0.87,,91.00,48.00,2.00,144.00,62.00,2.20,,,,48.67,48.53,46.63,49.70,,,
onne,TMS18F1179P0029,26,2,8,37,15.5,20.9,33.88,20.81,20.9,7.08,15.5,0.57,0.77,0.87,0.87,1,103.00,,,153.00,,,175.00,,,49.00,48.17,49.63,45.70,0.00,18.74,3.60
onne,TMS18F1291P0026,26,2,11,98,22.35,23.3,30.33,16.08,23.3,7.07,22.35,0.51,0.79,0.88,0.85,,172.00,,,230.00,,,263.00,,,53.23,49.27,51.80,50.60,0.00,27.53,1.80
onne,TMS18F1319P0159,26,2,10,96,30.48,40.55,33.79,20.69,40.55,13.7,30.48,0.57,0.77,0.88,0.86,1,131.00,,,199.00,,,250.00,162.00,2.80,49.83,50.73,49.87,51.70,101.75,23.61,2.60
onne,IITA-TMS-IBA982101,26,2,3,35,13.25,20.08,34.58,21.74,20.08,6.94,13.25,0.6,0.78,0.87,0.88,1,107.00,80.00,2.80,,,,,,,42.43,41.07,34.67,38.10,,,
onne,TMS18F1277P0045,26,2,5,32,40.15,26.4,31.66,17.86,26.4,8.36,40.15,0.4,0.66,0.89,0.89,,,,,194.00,104.00,2.80,,,,53.30,50.23,51.57,53.40,,,
onne,TMS18F1305P0019,26,2,9,74,35.7,33.2,33.33,20.08,33.2,11.07,35.7,0.48,0.81,0.88,0.85,,147.00,,,219.00,127.00,3.00,303.00,151.00,3.00,51.60,51.07,49.37,50.47,79.75,34.86,1.80
onne,TMS18F1389P0021,26,2,4,34,31.3,23.05,37.79,26.01,23.05,8.71,31.3,0.42,0.81,0.88,0.88,1,,,,,,,,,,53.67,49.33,50.80,53.97,,,
onne,TMS18F1295P0030,26,2,3,31,11.3,17.4,36.18,23.87,17.4,6.29,11.3,0.61,0.78,0.86,0.81,1,128.00,,,176.00,,,225.00,119.00,3.00,51.70,50.77,50.47,57.10,94.93,31.12,1.00
onne,TMS18F1191P0002,26,2,8,67,26.8,30.27,32.79,19.36,30.27,9.93,26.8,0.53,0.8,0.88,0.89,,83.00,,,159.00,,,208.00,121.00,3.00,47.10,44.83,46.43,44.10,,31.28,
onne,TMS18F1217P0091,26,2,2,24,34.55,18.75,29.78,15.35,18.75,5.58,34.55,0.35,0.71,0.88,0.9,,,,,,,,,,,,,,,,,
onne,TMS18F1058P0019,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,TMS18F1305P0031,26,2,4,45,14.2,25.3,35.29,22.69,25.3,8.93,14.2,0.64,0.68,0.86,0.8,2,111.00,,,154.00,,,194.00,120.00,2.40,51.43,50.97,51.73,53.73,88.39,26.94,1.60
onne,TMS18F1327P0006,26,2,9,22,15.3,11.12,32.46,18.92,11.12,3.61,15.3,0.42,0.78,0.83,0.87,,92.00,,,152.00,,,190.00,,,53.10,51.60,50.83,50.10,0.00,19.65,2.40
onne,TMS18F1395P0038,26,2,4,39,11.02,20,33.36,20.11,20,6.67,11.02,0.64,0.71,0.85,0.87,,,,,,,,,,,51.53,51.23,51.03,54.03,,,
onne,TMS18F1344P0147,26,2,5,31,21.6,12.15,37.32,25.4,12.15,4.53,21.6,0.36,0.8,0.88,0.87,2,88.00,,,167.00,,,222.00,192.00,2.60,53.03,51.17,52.10,55.73,93.15,29.39,2.60
onne,IITA-TMS-IBA000070,26,2,11,93,29.85,46.58,36.13,23.81,46.58,16.83,29.85,0.61,0.8,0.89,0.92,,109.00,81.00,2.20,165.00,,,239.00,146.60,2.00,54.37,51.90,53.20,56.90,93.09,22.70,2.60
onne,TMS18F1365P0018,26,2,6,38,11.35,19,35.98,23.61,19,6.84,11.35,0.63,0.77,0.87,0.84,,107.00,,,185.00,,,246.00,,,46.30,43.17,42.67,37.27,0.00,26.56,1.60
onne,TMS18F1335P0021,26,2,4,36,12.25,22.65,32.2,18.57,22.65,7.29,12.25,0.65,0.72,0.87,0.87,1,,,,,,,,,,48.30,48.00,49.83,51.17,,,
onne,TMS18F1260P0060,26,2,9,67,10.55,24.9,34.26,21.32,24.9,8.53,10.55,0.7,0.79,0.86,0.81,,79.00,,,138.00,,,159.60,,,48.67,44.83,44.17,49.73,90.71,17.52,3.00
onne,TMS18F1327P0013,26,2,10,62,10.7,29.08,36.45,24.24,29.08,10.6,10.7,0.73,0.78,0.87,0.85,,63.00,,,109.00,,,118.00,49.00,2.20,48.63,42.33,41.40,47.17,85.31,18.57,2.20
onne,TMS18F1178P0046,27,2,5,48,8.04,17.8,35.94,23.55,17.8,6.4,8.04,0.69,0.79,0.8,0.87,,83.00,,,122.00,,,170.00,,,52.33,52.10,50.67,55.77,0.00,17.33,3.40
onne,TMS18F1217P0114,27,2,5,22,16.1,17.6,30.11,15.79,17.6,5.3,16.1,0.52,0.7,0.85,0.82,1,106.00,,,154.00,119.00,2.80,195.00,104.00,3.00,50.00,46.53,44.67,46.07,88.20,31.20,2.40
onne,TMS18F1355p0030,27,2,8,53,24.5,23.8,33.83,20.74,23.8,8.05,24.5,0.49,0.77,0.88,0.88,,118.00,,,197.00,,,267.40,,,51.83,51.20,51.07,50.13,0.00,25.37,2.20
onne,TMS18F1489P0040,27,2,6,50,22.6,25.3,31.9,18.17,25.3,8.07,22.6,0.53,0.7,0.88,0.87,3,106.00,72.00,2.60,137.40,,,213.00,83.00,2.40,48.57,50.63,48.73,47.13,86.02,35.62,1.20
onne,TMS18F1132P0042,27,2,8,72,23.25,25.6,37.24,25.29,25.6,9.53,23.25,0.52,0.78,0.87,0.84,,141.00,,,175.00,,,232.00,162.00,2.80,43.57,42.87,40.87,43.10,91.28,28.94,2.00
onne,TMS18F1132P0083,27,2,8,54,14.2,19.8,33.96,20.92,19.8,6.72,14.2,0.58,0.75,0.88,0.82,,125.00,,,192.00,,,262.00,221.00,2.80,50.33,50.20,46.50,47.63,90.22,24.54,2.40
onne,IITA-TMS-IBA000070,27,2,10,67,66.2,43.5,35.61,23.11,43.5,15.49,66.2,0.4,0.83,0.89,0.87,2,136.00,111.00,2.60,201.00,,,270.00,,,54.70,50.90,49.30,56.43,85.76,26.77,2.20
onne,TMS18F1319P0041,27,2,9,68,51.02,29.27,37.21,25.25,29.27,10.89,51.02,0.36,0.75,0.88,0.87,4,101.00,,,138.00,78.00,3.20,189.00,87.00,3.20,47.53,46.80,46.90,45.20,90.30,27.84,1.80
onne,TMS18F1090P0031,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,TMS18F1520P0039,27,2,6,39,8.5,17.75,33.94,20.89,17.75,6.02,8.5,0.68,0.72,0.88,0.86,,104.00,,,144.00,,,170.00,,,49.83,43.60,44.73,46.73,0.00,22.16,3.00
onne,TMS18F1353p0017,27,2,5,42,8.4,16.45,34.03,21,16.45,5.6,8.4,0.66,0.75,0.84,0.79,,104.00,,,136.00,,,184.00,,,49.77,44.63,45.80,48.00,0.00,21.26,2.20
onne,TMS18F1082P0024,27,2,8,57,23.6,38.9,36.82,24.72,38.9,14.32,23.6,0.62,0.81,0.83,0.86,2,138.00,101.00,3.00,182.00,96.00,2.60,216.00,113.00,2.80,51.23,45.37,45.23,47.40,89.49,30.75,2.00
onne,TMS18F1149P0024,27,2,8,56,10.15,24.05,30.4,16.18,24.05,7.31,10.15,0.7,0.82,0.88,0.87,2,103.00,,,164.00,84.00,3.00,206.00,98.00,2.60,48.73,45.93,46.37,49.20,87.93,25.80,2.80
onne,TMS18F1344P0159,27,2,9,84,29.1,40.68,40.98,30.27,40.68,16.67,29.1,0.58,0.82,0.9,0.86,,130.00,,,179.00,102.00,2.80,218.00,106.00,2.80,52.83,49.37,46.53,49.17,102.98,29.07,1.20
onne,TMS18F1331P0013,27,2,6,35,17.4,21.45,28.25,13.31,21.45,6.06,17.4,0.55,0.72,0.88,0.89,1,140.00,,,208.00,,,291.00,198.00,3.00,51.20,47.17,50.33,54.13,86.84,27.73,2.40
onne,TMS18F1341P0044,27,2,2,16,15.4,18.63,32.5,18.98,18.63,6.06,15.4,0.55,0.6,0.87,0.82,,,,,,,,,,,,,,,,,
onne,TMS18F1020P0027,27,2,4,32,36.55,14.45,31.4,17.51,14.45,4.54,36.55,0.28,0.82,0.88,0.89,2,108.00,,,172.00,124.00,3.20,228.00,111.00,3.60,50.43,49.13,46.57,52.47,88.25,34.93,2.20
onne,TMS18F1364P0022,27,2,9,64,43.56,41.53,36.64,24.49,41.53,15.22,43.56,0.49,0.83,0.9,0.86,2,120.00,,,177.00,95.00,2.60,250.00,72.00,2.80,52.17,49.30,47.10,51.33,90.92,34.26,1.60
onne,TMS18F1280P0151,27,2,7,52,9.53,19.2,31.15,17.17,19.2,5.98,9.53,0.67,0.73,0.86,0.86,3,131.00,,,164.00,,,203.00,,,52.20,46.27,50.47,56.60,76.39,23.71,2.20
onne,TMS18F1348P0156,27,2,5,35,13.9,19.5,34.06,21.06,19.5,6.64,13.9,0.58,0.79,0.87,0.84,,131.00,,,210.00,,,260.00,,,50.10,47.80,50.03,52.40,96.40,32.84,1.80
onne,TMS18F1307P0001,27,2,5,33,14.56,16.4,32.69,19.23,16.4,5.36,14.56,0.53,0.83,0.88,0.83,,85.00,,,153.00,69.00,3.40,178.00,68.00,3.20,50.47,47.53,48.20,51.83,104.91,30.18,1.40
onne,TMEB419,27,2,2,25,9.3,13,34.89,22.15,13,4.54,9.3,0.58,0.79,0.87,0.82,,,,,,,,,,,46.93,50.10,51.50,55.03,,,
onne,TMS18F1114P0039,27,2,4,19,14.55,20.85,36.14,23.82,20.85,7.54,14.55,0.59,0.78,0.88,0.88,3,83.00,,,159.00,80.00,3.00,168.00,84.00,2.80,51.07,49.07,49.77,52.77,84.68,31.41,1.20
onne,TMS18F1350P0026,27,2,9,75,13.55,23.2,32.9,19.5,23.2,7.63,13.55,0.63,0.79,0.89,0.85,,87.00,,,143.00,,,158.00,,,50.13,48.23,47.67,50.63,0.00,19.87,3.80
onne,TMS18F1372P0041,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,TMS18F1520P0050,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,TMS18F1344P0176,28,2,9,72,31.75,40.7,35,22.3,40.7,14.25,31.75,0.56,0.66,0.9,0.86,,105.00,49.00,2.80,162.00,,,216.00,86.00,2.60,45.73,44.07,39.80,44.70,74.68,25.79,1.40
onne,TMS18F1338P0115,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,TMS18F1295P0034,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,TMS18F1388P0012,28,2,8,74,29.5,31.15,34.26,21.32,31.15,10.67,29.5,0.51,0.73,0.89,0.84,1,110.00,,,170.00,117.00,2.80,224.00,122.00,3.20,46.13,49.37,46.70,53.50,80.62,29.94,3.40
onne,IITA-TMS-IBA980581,28,2,7,57,13.45,20.15,31.82,18.07,20.15,6.41,13.45,0.6,0.73,0.84,0.85,1,138.00,,,183.00,,,212.00,,,45.20,42.73,43.60,41.03,0.00,28.25,2.20
onne,TMS18F1156P0016,28,2,6,54,35.4,28.25,31.04,17.02,28.25,8.77,35.4,0.44,0.76,0.89,0.82,3,105.00,42.00,2.20,158.00,,,195.00,57.00,2.60,50.07,51.23,49.93,54.87,92.71,31.23,2.20
onne,TMS18F1081P0014,28,2,5,27,20.8,15.45,30.79,16.69,15.45,4.76,20.8,0.43,0.69,0.82,0.87,2,143.00,,,246.00,,,276.00,,,51.50,49.50,50.23,50.60,0.00,33.91,2.20
onne,TMS18F1350P0056,28,2,2,17,2,9.5,32.02,18.33,9.5,3.04,2,0.83,0.74,0.87,0.83,,,,,,,,,,,43.97,42.63,42.13,41.83,,,
onne,TMS18F1348P0095,28,2,8,60,14.55,33.15,33.83,20.74,33.15,11.21,14.55,0.69,0.7,0.88,0.8,,97.00,,,147.00,96.00,3.00,174.00,114.00,3.00,50.93,47.57,51.37,46.57,92.90,25.10,2.80
onne,TMS18F1436P0053,28,2,7,55,27.35,24.68,35.42,22.86,24.68,8.74,27.35,0.47,0.75,0.88,0.87,4,110.00,,,153.20,,,219.00,152.00,3.20,52.57,49.43,50.73,53.13,102.24,27.66,2.20
onne,TMS18F1354P0027,28,2,9,59,25.7,38.29,38.52,26.99,38.29,14.75,25.7,0.6,0.75,0.88,0.86,2,120.00,,,165.00,,,230.00,132.00,2.40,51.17,50.23,48.20,52.10,80.15,25.48,3.00
onne,IITA-TMS-IBA982101,28,2,6,97,38.25,42.5,33.79,20.69,42.5,14.36,38.25,0.53,0.78,0.85,0.82,,108.00,,,162.00,89.00,2.20,211.00,98.00,2.60,45.30,39.63,40.10,38.60,96.37,31.13,2.40
onne,TMS18F1372P0001,28,2,7,42,10.5,25.48,33.66,20.52,25.48,8.58,10.5,0.71,0.64,0.87,0.85,1,65.00,,,117.00,84.00,2.60,137.00,86.00,3.00,41.83,45.43,42.13,44.97,69.67,23.40,2.00
onne,TMS18F1019P0018,28,2,4,23,14.05,12,27.74,12.63,12,3.33,14.05,0.46,0.7,0.86,0.81,6,74.00,,,,,,132.00,,,46.77,46.17,45.07,45.77,119.92,23.78,1.60
onne,TMS18F1001P0014,28,2,3,19,17.25,27.5,32.31,18.72,27.5,8.89,17.25,0.61,0.77,0.88,0.85,2,117.00,,,174.00,123.00,3.00,213.00,120.00,2.80,51.00,51.40,51.03,53.47,87.05,,1.40
onne,TMS18F1064P0027,28,2,8,55,10.96,31.52,32.17,18.54,31.52,10.14,10.96,0.74,0.76,0.87,0.55,,81.00,,,127.00,,,185.00,,,49.80,45.60,50.37,47.63,0.00,23.27,1.80
onne,TMS18F1024P0020,28,2,7,76,13.55,45.15,30.27,16,45.15,13.67,13.55,0.77,0.79,0.87,0.91,,90.00,,,140.00,,,205.00,,,49.63,48.63,50.73,47.90,96.55,26.31,2.20
onne,IITA-TMS-IBA30572,28,2,6,43,5.65,7.02,37.6,25.76,7.02,2.64,5.65,0.55,0.77,0.79,0.88,4,126.00,,,200.00,,,186.00,,,50.60,40.83,48.30,48.83,86.81,30.65,2.80
onne,TMS18F1280P0086,28,2,7,35,30.25,30.15,37.3,25.36,30.15,11.25,30.25,0.5,0.73,0.89,0.85,1,167.00,,,261.00,,,325.00,300.00,2.80,52.73,45.57,50.50,52.83,87.35,38.65,1.40
onne,TMS18F1280P0057,28,2,4,35,11.45,19.5,35.99,23.62,19.5,7.02,11.45,0.63,0.76,0.87,0.81,1,89.00,,,141.40,122.00,,202.00,,,47.30,50.80,47.23,47.27,84.90,30.64,1.80
onne,TMS18F1480P0023,28,2,7,74,14.3,29.3,36.2,23.9,29.3,10.61,14.3,0.67,0.73,0.87,0.9,,85.00,,,134.00,,,173.00,,,47.03,44.20,45.03,48.10,81.19,19.68,1.60
onne,TMS18F1330P0008,28,2,8,54,8.55,16.74,28.16,13.2,16.74,4.71,8.55,0.66,0.7,0.85,0.86,,97.00,,,158.00,,,194.00,146.00,2.80,45.87,42.50,41.00,41.37,96.69,20.12,2.60
onne,TMS18F1408P0006,28,2,6,39,12.65,20.18,30.06,15.72,20.18,6.07,12.65,0.61,0.73,0.88,0.87,,106.00,,,151.00,,,241.00,193.00,2.60,49.33,45.23,46.50,44.90,74.99,25.12,1.60
onne,TMS18F1317P0119,28,2,1,7,2,3.14,,,3.14,,2,0.61,0.56,0.85,0.87,1,,,,,,,,,,,,,,,,
onne,TMEB419,29,2,4,23,13.95,23.45,34.03,21,23.45,7.98,13.95,0.63,0.73,0.87,0.87,,95.00,,,,,,,,,50.33,49.73,51.07,55.13,,,
onne,TMS18F1135P0025,29,2,4,27,9.25,12.05,28.93,14.22,12.05,3.49,9.25,0.57,0.77,0.87,0.87,2,107.00,,,,,,,,,47.53,42.87,45.90,47.87,,23.07,
onne,TMS18F1421P0005,29,2,9,78,22.2,37.23,26.68,11.22,37.23,9.93,22.2,0.63,0.76,0.88,0.89,,127.00,,,152.00,100.00,2.60,198.00,140.00,2.80,51.50,49.93,48.73,51.03,89.68,27.51,1.60
onne,TMS18F1278P0118,29,2,8,76,19.3,29.55,30.54,16.36,29.55,9.02,19.3,0.6,0.76,0.88,0.8,,128.00,,,167.00,109.00,3.40,222.00,141.00,3.40,49.43,49.87,50.43,52.37,91.13,26.37,1.60
onne,TMS18F1350P0082,29,2,6,42,28.2,27.1,31.79,18.03,27.1,8.62,28.2,0.49,0.78,0.88,0.9,,105.00,32.00,2.20,168.00,62.00,2.40,247.00,53.00,2.00,53.40,49.93,51.43,52.23,91.00,27.29,1.60
onne,TMS18F1317P0123,29,2,5,50,11.7,16.23,34.14,21.16,16.23,5.54,11.7,0.58,0.7,0.84,0.88,,108.00,,,157.00,113.00,2.80,218.00,142.00,3.00,48.83,49.70,50.50,48.67,91.25,21.69,2.60
onne,TMS18F1369P0015,29,2,9,56,40.6,41.2,34.8,22.03,41.2,14.34,40.6,0.5,0.78,0.88,0.81,3,143.00,,,205.00,,,244.00,,,53.17,50.10,50.13,55.30,85.99,34.19,1.60
onne,TMS18F1058P0020,29,2,,,,,,,,,,,0.77,0.84,0.89,,,,,,,,,,,,,,,,,
onne,TMS18F1085P0012,29,2,8,53,44.25,25.15,,,25.15,,44.25,0.36,0.77,0.88,0.87,,105.00,,,156.00,,,230.00,,,49.57,47.70,43.60,43.93,87.75,26.72,2.00
onne,TMS18F1476P0047,29,2,6,46,15.3,14.3,32.3,18.71,14.3,4.62,15.3,0.48,0.8,0.88,0.86,2,116.00,,,157.00,,,237.00,153.00,2.80,51.73,50.27,50.47,52.53,79.56,20.30,2.40
onne,IITA-TMS-IBA982101,29,2,7,54,24.05,20.3,32.7,19.24,20.3,6.64,24.05,0.46,0.74,0.88,0.88,1,110.00,,,158.00,,,222.00,,,42.40,41.33,38.37,40.47,90.86,32.20,1.80
onne,TMS18F1076P0110,29,2,10,88,26,37.8,29.8,15.37,37.8,11.26,26,0.59,0.75,0.88,0.87,,132.00,,,179.00,,,271.00,,,52.93,50.23,51.00,55.23,94.68,21.83,4.00
onne,TMS18F1421P0025,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,TMS18F1414P0014,29,2,8,60,23.2,38.3,37.21,25.25,38.3,14.25,23.2,0.62,0.8,0.88,0.86,1,112.00,,,187.00,147.00,2.80,227.80,137.00,2.60,50.40,49.73,51.40,56.40,85.71,30.30,1.60
onne,TMS18F1318P0016,29,2,7,41,13.7,22.5,30.13,15.82,22.5,6.78,13.7,0.62,0.73,0.81,0.86,,106.00,,,136.00,93.00,2.60,170.00,,,44.33,43.50,44.80,46.00,88.43,23.85,2.20
onne,TMS18F1305P0007,29,2,9,63,47.58,41.6,34.03,21.01,41.6,14.16,47.58,0.47,0.73,0.9,0.83,,108.00,70.00,2.80,145.00,77.00,2.80,202.00,,,50.00,45.63,50.57,52.40,87.79,33.54,1.80
onne,TMS18F1350P0038,29,2,9,50,12.55,16.2,28.42,13.54,16.2,4.6,12.55,0.56,0.68,0.84,0.87,,110.00,,,154.00,,,181.00,,,50.63,49.00,49.10,52.00,0.00,16.58,2.60
onne,TMS18F1317P0059,29,2,9,74,20.57,31.4,35.21,22.58,31.4,11.06,20.57,0.6,0.74,0.88,0.83,,114.00,,,171.00,,,211.00,,,51.37,49.37,49.63,53.90,78.29,23.86,2.40
onne,TMS18F1278P0183,29,2,3,22,3.02,10.55,30.58,16.41,10.55,3.23,3.02,0.78,0.74,0.8,0.81,2,107.00,,,,,,,,,55.47,51.00,50.53,53.87,,,
onne,TMS18F1485P0020,29,2,10,68,17.4,32.25,37.18,25.21,32.25,11.99,17.4,0.65,0.74,0.87,0.83,,93.00,,,116.00,92.00,2.20,164.00,99.00,2.40,48.83,46.97,51.00,49.13,96.67,26.72,2.00
onne,TMS18F1026P0009,29,2,9,68,32.55,42.3,32.18,18.54,42.3,13.61,32.55,0.57,0.8,0.87,0.89,,111.00,89.00,2.20,139.00,94.00,2.40,231.00,104.00,3.00,50.53,45.47,45.80,43.90,80.18,27.91,2.20
onne,TMS18F1338P0067,29,2,10,53,20.25,20.4,32.04,18.36,20.4,6.54,20.25,0.5,0.7,0.86,0.85,,113.00,,,165.00,,,203.00,,,47.57,46.73,46.77,47.20,80.59,23.13,1.60
onne,TMS18F1175P0016,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,TMS18F1233p0013,29,2,7,45,14.3,21.23,32.99,19.63,21.23,7,14.3,0.6,0.79,0.87,0.8,1,108.00,61.00,3.00,119.00,62.00,3.20,189.00,100.00,2.60,51.90,50.37,51.17,53.67,83.72,26.90,1.60
onne,TMS18F1371P0011,29,2,9,67,26.98,45.6,32.99,19.62,45.6,15.04,26.98,0.63,0.74,0.86,0.89,1,90.00,,,137.00,121.00,2.40,227.00,126.00,2.80,49.70,46.90,50.70,50.53,93.94,28.41,2.00
onne,TMS18F1189P0013,30,2,7,49,21.6,25.55,29.49,14.97,25.55,7.53,21.6,0.54,0.77,0.88,0.83,3,115.00,,,154.00,105.00,3.20,224.00,137.00,3.40,56.07,50.60,50.93,55.63,88.89,22.10,2.40
onne,TMS18F1278P0098,30,2,3,23,8.05,18.5,31.1,17.11,18.5,5.75,8.05,0.7,0.75,0.87,0.82,1,,,,,,,,,,50.07,45.80,42.23,46.47,,,
onne,TMS18F1319P0121,30,2,8,35,26.35,17.4,37.74,25.95,17.4,6.57,26.35,0.4,0.7,0.82,0.84,5,122.00,,,171.00,,,224.00,,,51.77,48.83,50.63,50.67,84.38,26.63,1.40
onne,TMS18F1076P0077,30,2,6,57,12.3,21.16,34.73,21.94,21.16,7.35,12.3,0.63,0.76,0.86,0.83,,96.00,,,134.00,,,168.00,,,49.27,49.43,49.67,48.53,72.10,17.55,4.00
onne,TMS18F1409P0008,30,2,6,36,10.05,10.85,33.55,20.37,10.85,3.64,10.05,0.52,0.8,0.87,0.85,,132.00,,,169.00,112.00,2.40,,,,53.63,50.73,50.63,52.33,84.63,21.96,2.80
onne,TMS18F1366P0012,30,2,5,20,17.9,17.26,31.26,17.33,17.26,5.4,17.9,0.49,0.77,0.88,0.84,1,113.00,,,162.00,103.00,2.40,194.00,112.00,2.40,51.13,46.43,44.13,43.90,91.20,31.95,1.60
onne,TMS18F1163P0042,30,2,9,54,18.1,22.15,36.45,24.24,22.15,8.07,18.1,0.55,0.78,0.88,0.84,2,86.00,,,117.00,74.00,2.20,177.00,96.00,2.00,50.50,48.67,48.40,50.60,78.75,21.94,2.60
onne,TMS18F1323P0024,30,2,9,49,14.48,15.6,36.83,24.74,15.6,5.75,14.48,0.52,0.69,0.8,0.86,,112.00,,,159.00,,,197.00,,,42.77,46.70,47.50,48.73,0.00,21.87,3.00
onne,IITA-TMS-IBA000070,30,2,11,76,34.7,53.6,32.49,18.95,53.6,17.41,34.7,0.61,0.8,0.9,0.89,2,124.60,,,198.00,,,279.00,,,56.87,50.90,51.27,55.57,90.37,23.24,2.40
