Genotypes,Replication,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM,BRNHT6
IITA-TMS-IBA982101,2,0,2,173,7,44,13.44,3,74.87,24.588,2,33.5,17.3,65,142,23.07,6.54,44.67,0.34,28.35,67
TMS18F1258P0156,2,0,2,169,9,62,20.46,3,88.50,29.768,2,35.43,38.25,62,157,51.00,17.14,47.24,0.52,33.62,61
TMS18F1121P0029,2,3,,,4,38,15.43,,,,2,26.35,24.85,,,33.13,9.89,35.13,0.49,29.84,
TMS18F1260P0054,2,2,2,166,7,54,13.13,,,,2,19.65,22.2,52,158,29.60,8.32,26.20,0.53,28.11,53
TMS18F1369P0010,2,1,4,172,5,36,20.09,3,95.04,33.144,1,33.1,16,37,173,21.33,7.11,44.13,0.33,33.34,40
TMS18F1320P0051,2,0,,192,9,68,20.12,1,,24.332,2,27.86,21.05,,186.4,28.07,9.36,37.15,0.43,33.36,
TMS18F1345P0001,2,1,,175,9,56,19.00,2,45.63,18.484,2,22.1,28.95,,154,38.60,12.55,29.47,0.57,32.52,
TMS18F1310P0151,2,3,,179,9,62,18.91,1,,20.756,4,45.6,32.25,,163,43.00,13.96,60.80,0.41,32.45,
IITA-TMS-IBA980581,2,0,1,212,9,73,11.35,3,77.37,26.786,2,48.3,30.6,150.6,193,40.80,10.92,64.40,0.39,26.78,150
TMS18F1142P0017,2,1,4,167,9,50,23.54,2,72.92,22.718,2,30.65,25.5,26,171,34.00,12.22,40.87,0.45,35.93,25
TMEB419,2,1,,188,7,40,13.53,1,,21.682,2,22.3,27.8,,160,37.07,10.53,29.73,0.55,28.41,
TMS18F1073P0035,2,0,4,160,8,76,11.86,2,74.19,21.46,2,23.5,33.5,30,151,44.67,12.13,31.33,0.59,27.16,29.6
TMS18F1306P0149,2,1,3,184,7,29,16.98,2,78.97,22.778,1,25.52,15.6,41,169,20.80,6.45,34.03,0.38,31.00,42
TMS18F1333p0013,2,0,3,169,8,75,22.41,3,77.46,23.426,1,25.05,27.65,43,157,36.87,12.93,33.40,0.52,35.08,42
TMS18F1306P0127,2,1,3,198,9,64,17.19,3,74.27,26.856,1,32.35,33.4,65,180,44.53,13.88,43.13,0.51,31.16,67
IITA-TMS-IBA000070,2,1,2,178,9,70,15.92,3,69.63,25.17,2,28.87,37.3,73,169,49.73,15.02,38.49,0.56,30.21,74
TMS18F1348P0156,2,0,2,209.6,8,62,20.86,3,81.27,27.154,2,32.25,29.9,137,182,39.87,13.52,43.00,0.48,33.92,133
TMS18F1396P0053,2,2,2,168,9,68,23.03,3,74.59,24.172,2,29.3,33,69,163,44.00,15.64,39.07,0.53,35.55,68
TMS18F1365P0005,2,3,,211,7,58,21.33,3,61.80,25.136,1,21.1,21.95,,184,29.27,10.03,28.13,0.51,34.27,118
TMS18F1318P0007,2,2,2,165,9,50,19.53,3,64.83,18.314,2,41.1,29.1,55,150,38.80,12.77,54.80,0.41,32.92,55
TMS18F1224P0014,2,2,,,3,18,13.31,,,,1,17.05,13.6,,,18.13,5.12,22.73,0.44,28.25,
TMS18F1280P0112,2,3,3,157,7,82,17.28,3,87.36,21.712,2,22.35,33.4,74,141.4,44.53,13.91,29.80,0.60,31.23,64
TMS18F1153P0053,2,1,,,,,,,,,1,,,,,,,,,,
TMS18F1010P0011,2,1,,,2,30,12.19,,,,2,16.75,17.15,,,22.87,6.27,22.33,0.51,27.41,
TMS18F1202p0001,2,0,3,136,6,50,16.19,3,73.14,22.212,2,33.7,20.95,63,126,27.93,8.49,44.93,0.38,30.41,57
TMS18F1152P0003,2,1,3,128,8,62,18.41,2,71.38,19.088,2,36.1,23.75,31,110,31.67,10.16,48.13,0.40,32.08,29
TMS18F1305P0138,2,1,,,4,42,20.06,3,69.04,20.578,2,26.08,19.8,,,26.40,8.79,34.77,0.43,33.31,
TMS18F1562P0030,2,5,3,148,9,56,22.18,3,70.13,19.484,3,28.98,15.2,53,127,20.27,7.08,38.64,0.34,34.91,53.4
TMS18F1348P0051,2,0,,,3,26,14.12,,,,1,12.7,9.85,,96,13.13,3.79,16.93,0.44,28.86,40.4
TMS18F1277P0031,2,0,2,143,5,52,16.77,,,,1,29.95,28.7,70.2,126,38.27,11.80,39.93,0.49,30.85,70
TMS18F1178P0010,2,2,3,110,8,72,17.21,3,84.06,20.402,1,36.59,22.2,39,105,29.60,9.23,48.79,0.38,31.18,35
TMS18F1373P0028,2,0,3,139,5,51,14.94,2,95.24,22.056,2,32.1,21.1,27,125,28.13,8.29,42.80,0.40,29.47,25
TMS18F1338P0085,2,2,3,145,4,27,14.36,2,87.17,23.006,2,46.05,13.15,36,133,17.53,5.09,61.40,0.22,29.03,35
TMS18F1221P0053,2,1,3,124,8,36,18.04,2,90.23,24.622,1,29.6,20,21.4,109,26.67,8.48,39.47,0.40,31.80,19.8
TMS18F1322P0019,2,,,,,,,,,9.82,2,,,,,,,,,,
TMS18F1003P0010,2,1,,,2,29,15.89,,,,2,25.87,13.5,,,18.00,5.43,34.49,0.34,30.18,
TMS18F1334P0003,2,5,2,107,6,47,18.20,3,74.22,20.338,2,20.43,22.9,51,105,30.53,9.75,27.24,0.53,31.92,47.4
TMEB419,2,2,,,2,9,15.76,,,,2,5.6,4.6,,,6.13,1.85,7.47,0.45,30.09,
TMS18F1139P0076,2,4,2,110,6,42,17.30,3,84.31,18.96,2,25.8,13.9,54,99,18.53,5.79,34.40,0.35,31.25,53
IITA-TMS-IBA30572,2,1,,,3,22,11.32,,,,2,23.82,10.55,,,14.07,3.76,31.76,0.31,26.76,
TMS18F1051P0059,2,1,,152,8,65,18.26,2,47.14,22.206,2,21.85,20.1,,130,26.80,8.57,29.13,0.48,31.97,103
TMS18F1280P0140,2,0,1,118,8,57,15.61,3,70.12,18.416,2,20.9,23.9,62,106,31.87,9.55,27.87,0.53,29.98,60
TMS18F1325P0032,2,0,,,2,16,,,,,2,9,5.2,,,6.93,,12.00,0.37,,
TMS18F1076P0066,2,0,,,1,11,14.43,,,,1,15.25,12.25,,,16.33,4.75,20.33,0.45,29.09,
TMS18F1063P0008,2,3,2,146,6,57,15.23,3,75.91,20.276,2,35.1,23.9,96,133,31.87,9.46,46.80,0.41,29.69,89
IITA-TMS-IBA982101,2,0,2,131,5,51,11.91,3,82.64,24.18,2,35.55,18.25,51,113,24.33,6.62,47.40,0.34,27.20,53
TMS18F1004P0008,2,2,,158,6,26,17.52,2,54.71,18.572,2,22.5,18.4,,135,24.53,7.71,30.00,0.45,31.41,
TMS18F1044P0013,2,2,3,166,6,41,17.00,3,71.32,22.674,2,26.97,15.95,53,155,21.27,6.60,35.96,0.37,31.02,57
TMS18F1355P0089,2,3,,210,9,66,22.09,1,,21.008,3,36.53,20.9,,185,27.87,9.71,48.71,0.36,34.84,
TMS18F1286P0012,2,5,3,234,6,43,19.02,3,67.82,26.796,2,47.92,13.75,86,213,18.33,5.96,63.89,0.22,32.54,93
TMS18F1051P0063,2,2,,,5,21,12.47,,,,2,24.17,8.15,,,10.87,3.00,32.23,0.25,27.61,
TMS18F1107P0020,2,4,2,231,4,42,14.63,4,69.67,28.372,2,35.47,12.35,97,212,16.47,4.81,47.29,0.26,29.24,92
TMS18F1335P0035,2,4,2,223,6,38,7.71,3,72.27,27.69,1,26.2,8.35,103,208,11.13,2.68,34.93,0.24,24.04,108.4
TMS18F1120P0004,2,2,2,209,6,43,18.54,3,60.39,24.74,2,35.4,10.95,70,199,14.60,4.70,47.20,0.24,32.18,72
TMS18F1342P0003,2,2,,155,7,46,21.20,3,66.05,23.22,2,21.44,15.3,,141,20.40,6.97,28.59,0.42,34.17,
TMS18F1040P0044,2,7,3,163,7,21,9.78,3,58.42,21.702,1,22.45,7.5,29,153,10.00,2.56,29.93,0.25,25.60,34
TMS18F1096P0024,2,0,4,184,5,29,18.14,4,70.71,29.328,1,25.35,18,48,165,24.00,7.65,33.80,0.42,31.87,51
TMS18F1472P0042,2,0,,,4,49,17.12,,,,2,19.12,20.5,,142,27.33,8.50,25.49,0.52,31.11,
TMS18F1348P0098,2,4,4,207,9,56,14.78,3,77.00,26.174,2,41,18.55,42,204,24.73,7.26,54.67,0.31,29.35,46
TMS18F1016P0010,2,5,3,232,9,75,15.84,2,93.52,30.372,1,48.58,16.5,65,231,22.00,6.63,64.77,0.25,30.15,50
TMS18F1330P0020,2,0,2,193,8,75,22.45,3,75.33,24.144,2,45.77,30.1,98,177,40.13,14.09,61.03,0.40,35.11,91
TMS18F1370P0008,2,1,2,180,7,71,12.87,3,95.64,24.018,1,20.2,29.9,91,166,39.87,11.13,26.93,0.60,27.91,90
TMS18F1395P0010,2,0,,200,5,52,12.02,1,,21.418,2,27.06,20.2,,178,26.93,7.35,36.08,0.43,27.28,
TMS18F1349P0123,2,9,3,202,7,42,14.82,3,79.81,26.984,2,35.3,10,46,201,13.33,3.92,47.07,0.22,29.38,49
IITA-TMS-IBA980581,2,3,1,217,9,66,9.62,3,80.07,29.522,2,41.75,16.1,127,203,21.47,5.47,55.67,0.28,25.47,128
TMS18F1339P0015,2,2,2,186,9,73,19.20,3,65.79,22.16,3,40.3,22.1,71,180,29.47,9.63,53.73,0.35,32.67,73
TMS18F1367P0030,2,1,,,2,25,8.62,,,,1,16.3,10.5,,,14.00,3.46,21.73,0.39,24.72,
TMS18F1352P0002,2,6,2,195.8,9,68,27.23,3,80.24,27.862,3,39.1,20,81,178,26.67,10.32,52.13,0.34,38.70,91
TMS18F1003P0014,2,0,,,3,28,10.89,,,,2,14.75,8.4,,,11.20,2.96,19.67,0.36,26.43,
TMS18F1175P0053,2,0,2,141,9,105,17.14,3,68.85,20.022,2,45.32,33.25,67,122,44.33,13.80,60.43,0.42,31.12,54
TMS18F1328P0027,2,1,1,159,3,46,14.09,,,,1,15.4,19.55,79,135,26.07,7.52,20.53,0.56,28.83,91
IITA-TMS-IBA000070,2,2,1,117,5,35,13.17,3,73.44,18.898,3,21.45,18.2,67,101,24.27,6.83,28.60,0.46,28.14,67
TMS18F1259P0131,2,4,3,134,7,38,16.29,2,65.19,21.32,2,29.37,11.9,37,111,15.87,4.84,39.16,0.29,30.48,36
TMS18F1323P0041,2,3,,103,4,35,15.57,3,49.37,17.02,3,14.1,12.1,,90,16.13,4.83,18.80,0.46,29.94,
TMS18F1344P0198,2,0,2,115,8,68,11.58,3,70.59,19.288,3,30.9,18.55,47,104,24.73,6.67,41.20,0.38,26.95,44
TMS18F1336P0014,2,0,,117,8,78,20.24,1,,17.082,4,39.82,24.25,,104,32.33,10.82,53.09,0.38,33.45,
TMS18F1018P0001,2,0,4,156,6,67,15.32,3,75.84,20.982,2,33.18,32.55,48,146,43.40,12.92,44.24,0.50,29.76,50
TMS18F1113P0002,2,1,1,121,6,39,19.50,3,70.17,18.37,2,16,10,101,106,13.33,4.39,21.33,0.38,32.90,
TMS18F1324P0093,2,0,3,89,6,50,18.62,3,86.85,14.27,3,22.15,17.25,28,82,23.00,7.41,29.53,0.44,32.23,22.4
TMS18F1264P0058,2,1,,,2,15,9.92,,,,2,10.65,8.2,,,10.93,2.81,14.20,0.44,25.70,
TMS18F1076P0114,2,3,,,3,10,,,,,1,8.8,2.5,,,3.33,,11.73,0.22,,
TMS18F1132P0078,2,1,,,4,36,15.38,,,,2,21.27,10.15,,110,13.53,4.03,28.36,0.32,29.80,33
TMS18F1447P0002,2,3,3,130,8,42,10.22,2,82.54,20.92,1,45.09,15.8,46,113,21.07,5.46,60.12,0.26,25.93,48
TMS18F1348P0117,2,4,3,169,6,37,14.97,3,78.26,21.546,2,29.37,7.65,60,160,10.20,3.01,39.16,0.21,29.49,59
IITA-TMS-IBA982101,2,0,,,3,28,8.70,,,,2,28.13,13.2,,,17.60,4.36,37.51,0.32,24.79,
TMS18F1365P0024,2,0,2,132,7,58,19.91,3,67.69,19.276,2,31.67,19.1,49,114,25.47,8.46,42.23,0.38,33.20,49
TMS18F1310P0088,2,1,,,3,36,8.65,,,,2,29.61,18.4,,94,24.53,6.07,39.48,0.38,24.75,22
TMS18F1231P0011,2,,,,,,,,,11.708,2,,,,,,,,,,
TMS18F1344P0014,2,0,,121,8,50,14.94,1,16.18,19.672,2,24.72,26.15,,106,34.87,10.28,32.96,0.51,29.47,
TMS18F1138P0035,2,7,1,149,7,20,22.19,3,62.82,14.988,3,24.29,8.75,114,141,11.67,4.07,32.39,0.26,34.92,105.4
TMS18F1308P0084,2,0,,,3,36,17.31,1,34.26,23.046,2,20.35,14.7,,,19.60,6.12,27.13,0.42,31.25,
TMS18F1361P0018,2,1,2,103,5,36,19.12,2,65.79,18.084,2,22.9,22.9,37,91,30.53,9.96,30.53,0.50,32.61,38
TMS18F1284P0003,2,0,,,4,51,15.84,,,,2,26.41,15.75,,,21.00,6.33,35.21,0.37,30.14,
TMS18F1314P0042,2,4,3,125,6,38,21.01,2,77.92,18.724,3,21.06,15.35,49,109,20.47,6.96,28.08,0.42,34.03,47
TMS18F1391P0004,2,0,,117,5,61,18.12,2,26.30,18.416,3,19.75,24.3,,102,32.40,10.32,26.33,0.55,31.86,
TMS18F1138P0030,2,0,4,153,7,47,18.60,3,77.32,23.19,2,39.03,12.6,81,142,16.80,5.41,52.04,0.24,32.22,83
TMS18F1371P0001,2,4,,79,6,26,18.60,,,,2,28.2,8.8,,109,11.73,3.78,37.60,0.24,32.22,46
TMS18F1352P0016,2,2,2,144,6,22,15.74,,,,2,18.7,6,62,138.4,8.00,2.41,24.93,0.24,30.07,65
TMS18F1310P0148,2,0,2,218,9,79,23.91,3,77.25,27.648,2,49.53,36.75,87,198,49.00,17.74,66.04,0.43,36.21,86
TMS18F1447P0062,2,0,3,195,6,31,16.42,3,85.64,28.704,1,35,11.3,43,181,15.07,4.61,46.67,0.24,30.59,46
TMS18F1217P0034,2,1,2,172,4,25,17.05,4,60.44,25.652,2,23.85,10.5,98,160,14.00,4.35,31.80,0.31,31.05,98.6
TMS18F1365P0022,2,2,2,203,8,60,16.89,3,77.41,27.04,2,46.71,25.25,122.4,181,33.67,10.41,62.28,0.35,30.93,117.4
TMS18F1055P0036,2,4,3,204,4,22,,3,78.54,25.234,2,21.2,6.9,63,180,9.20,,28.27,0.25,,62
TMS18F1038P0087,2,0,,,3,24,16.55,,,,2,14.9,19.2,,,25.60,7.85,19.87,0.56,30.68,
TMS18F1208P0005,2,4,,258,7,56,19.64,3,84.52,27.448,1,54.53,26.5,,226,35.33,11.66,72.71,0.33,33.00,
TMS18F1041P0002,2,2,,,3,12,,,,,2,16.92,6.95,,,9.27,,22.56,0.29,,
TMS18F1369P0014,2,0,,,1,5,,,,,1,11.85,3.45,,,4.60,,15.80,0.23,,
TMS18F1261P0005,2,0,2,140,6,59,20.37,3,98.25,27.158,1,17.62,23.25,66,131,31.00,10.40,23.49,0.57,33.55,65
TMS18F1339P0012,2,0,2,157,9,57,18.16,3,81.68,19.922,2,34.98,23.95,60.4,140,31.93,10.18,46.64,0.41,31.89,57
TMS18F1481P0009,2,1,1,140,6,58,11.01,4,67.57,22.51,2,15.25,17.6,93,130,23.47,6.22,20.33,0.54,26.52,96
TMS18F1055P0044,2,5,4,219,7,44,14.92,3,72.22,28.888,2,54.66,12.85,39,216,17.13,5.05,72.88,0.19,29.46,46
TMS18F1369P0023,2,,,,,,,,,,1,,,,,,,,,,
TMS18F1305P0040,2,4,2,173,7,31,20.00,3,76.09,25.476,2,24.2,23.65,97.4,161,31.53,10.49,32.27,0.49,33.27,98
TMS18F1320P0032,2,1,,127,6,31,18.39,2,29.63,19.22,1,10.15,9.15,,120,12.20,3.91,13.53,0.47,32.06,
TMS18F1218P0003,2,7,3,210.4,7,24,,3,83.22,26.104,2,36.4,7,49,187,9.33,,48.53,0.16,,56
TMS18F1272P0037,2,1,,,4,48,13.07,,,,2,28.82,21.3,,150,28.40,7.97,38.43,0.42,28.07,
TMS18F1278P0165,2,3,3,143,9,37,20.32,3,74.88,21.942,2,33.77,15.9,48,135,21.20,7.11,45.03,0.32,33.52,48
TMS18F1350P0091,2,3,3,134,8,26,,3,77.80,24.448,1,26.18,5.8,45,120,7.73,,34.91,0.18,,41
TMS18F1372P0024,2,0,,164,9,74,12.53,2,58.30,22.224,3,44.88,41,,145,54.67,15.12,59.84,0.48,27.66,
IITA-TMS-IBA30572,2,1,1,141,4,34,12.50,3,81.18,24.194,2,22.8,14.45,74,131,19.27,5.32,30.40,0.39,27.64,67
IITA-TMS-IBA000070,2,2,1,151,5,26,13.20,3,79.37,22.618,2,23.98,21.7,72,129,28.93,8.15,31.97,0.48,28.17,71
TMS18F1350P0041,2,3,2,117,9,40,17.65,3,78.27,20.6,2,28.71,18.6,38,107,24.80,7.81,38.29,0.39,31.51,41
TMEB419,2,4,,168,5,22,12.20,1,,22.338,1,23.65,12.65,,137,16.87,4.62,31.53,0.35,27.41,
TMS18F1349P0065,2,3,1,138,6,51,13.47,3,75.41,21.01,1,20.94,27.15,88,118,36.20,10.27,27.92,0.56,28.37,87.4
TMS18F1329P0011,2,1,,,2,11,13.98,,,,2,9.35,7.35,,,9.80,2.82,12.47,0.44,28.75,
TMS18F1348P0101,2,0,1,118,8,73,15.71,2,38.01,17.838,3,25.62,27.1,76,106,36.13,10.86,34.16,0.51,30.05,77
TMS18F1280P0107,2,0,1,113,8,49,20.44,2,60.92,19.136,1,27.21,29.1,80.4,105,38.80,13.04,36.28,0.52,33.60,76
TMS18F1346P0023,2,0,,,2,8,,,,,1,4,2.4,,,3.20,,5.33,0.38,,
TMS18F1211P0035,2,0,2,153,8,56,19.99,3,84.30,19.856,2,38.35,25.5,34,128,34.00,11.31,51.13,0.40,33.26,34
TMS18F1348P0088,2,0,,95,4,27,13.33,1,,15.81,2,10.1,9.15,,82,12.20,3.45,13.47,0.48,28.26,
TMS18F1076P0112,2,5,4,121,8,30,20.17,2,84.95,19.72,2,30.25,11.05,16,96,14.73,4.92,40.33,0.27,33.40,25.2
TMS18F1353P0022,2,7,1,148,7,26,15.28,2,71.10,17.632,2,27.7,9.15,76,131,12.20,3.63,36.93,0.25,29.72,77
IITA-TMS-IBA980581,2,2,1,153,7,42,8.55,3,85.29,26.522,1,48.52,24,91,134,32.00,7.90,64.69,0.33,24.67,93
TMEB419,2,3,,,4,28,15.14,,,,2,20.65,16.5,,,22.00,6.52,27.53,0.44,29.62,
TMS18F1338P0013,2,,,,,,,,,,,,,,,,,,,,
IITA-TMS-IBA30572,2,2,2,128,5,51,13.78,3,83.24,20.822,2,39.48,18.25,50,111,24.33,6.96,52.64,0.32,28.60,52
TMS18F1313P0001,2,2,,,4,28,15.78,,,,2,13.85,13.95,,83,18.60,5.60,18.47,0.50,30.10,
TMS18F1324p0026,2,0,,,3,25,14.90,,,,2,14,12.15,,,16.20,4.77,18.67,0.46,29.44,
TMS18F1343P0171,2,0,4,100,5,36,13.86,2,81.10,16.466,1,13.45,15.35,13,89,20.47,5.87,17.93,0.53,28.66,17.4
TMS18F1349P0126,2,0,,105,5,42,18.95,2,66.43,18.102,2,18.67,17.2,,96,22.93,7.45,24.89,0.48,32.48,
TMS18F1324P0092,2,0,,,2,28,12.94,,,,2,15.15,17,,,22.67,6.34,20.20,0.53,27.97,
TMS18F1047P0045,2,0,,,3,32,16.51,,,,1,13.77,11.1,,,14.80,4.54,18.36,0.45,30.65,
TMS18F1298P0044,2,4,1,118,4,26,19.32,3,65.10,20.612,1,17.43,6.05,96,115.4,8.07,2.64,23.24,0.26,32.76,91
TMS18F1003P0003,2,0,,,5,47,19.25,,,,2,24.91,18.15,,129,24.20,7.92,33.21,0.42,32.71,
TMS18F1258P0153,2,0,,,3,26,13.56,,,,2,24.05,17.55,,,23.40,6.65,32.07,0.42,28.43,
TMS18F1163P0044,2,1,3,130,4,35,20.12,2,84.91,24.862,2,16.65,10.3,46.4,125,13.73,4.58,22.20,0.38,33.36,47
TMS18F1096P0013,2,0,3,156,8,56,18.92,3,84.24,22.936,2,30.17,18.3,38.4,142,24.40,7.92,40.23,0.38,32.46,35
TMS18F1562P0026,2,0,,,3,18,,,,,2,8.83,4.1,,127,5.47,,11.77,0.32,,23.4
NR130124,2,1,1,151,8,68,8.07,3,75.08,26.218,2,56.68,30,83,140.2,40.00,9.72,75.57,0.35,24.31,84
TMS18F1330P0009,2,2,,,5,44,17.04,,,,2,20.63,11.35,,,15.13,4.70,27.51,0.35,31.05,
IITA-TMS-IBA000070,2,3,2,176,9,86,19.37,3,79.52,26.374,2,37.86,34.7,52,169,46.27,15.17,50.48,0.48,32.80,51
TMS18F1076P0103,2,1,3,205,8,52,16.07,3,82.22,29.332,2,39.97,17.9,74,188,23.87,7.24,53.29,0.31,30.32,72
TMS18F1215P0027,2,3,2,213,5,32,10.70,3,79.36,30.648,1,33.22,10.2,110,188,13.60,3.57,44.29,0.23,26.29,109
IITA-TMS-IBA980581,2,3,1,197,9,58,10.77,3,77.67,26.658,2,36.23,19.25,117,181,25.67,6.76,48.31,0.35,26.34,117.4
TMS18F1426P0001,2,2,,,2,6,,,,,2,8.18,1.9,,,2.53,,10.91,0.19,,
TMS18F1225P0030,2,0,,,1,14,11.21,,,,1,11.9,10.45,,,13.93,3.72,15.87,0.47,26.67,
TMS18F1317P0048,2,0,4,168,6,55,16.39,2,84.86,26.38,1,28,12.95,44,159,17.27,5.28,37.33,0.32,30.56,45
TMS18F1303P0027,2,0,3,187,7,50,19.68,3,86.43,20.046,2,48.73,19.5,77,173,26.00,8.59,64.97,0.29,33.03,82
TMS18F1355p0025,2,0,1,165,9,72,6.69,3,88.32,21.628,1,41.07,35.85,81,146,47.80,11.12,54.76,0.47,23.27,81.8
TMS18F1337P0044,2,0,3,131,8,47,16.42,3,69.04,18.81,1,20.72,21.55,29,124,28.73,8.79,27.63,0.51,30.59,32
TMS18F1396P0032,2,0,2,198,9,90,14.55,3,85.24,26.568,2,68.55,46.25,56,177,61.67,18.00,91.40,0.40,29.18,59
TMS18F1324P0046,2,0,2,142,5,45,13.84,3,85.25,22.916,2,29.72,13.55,59,136,18.07,5.17,39.63,0.31,28.64,59
TMS18F1240P0026,2,0,2,166,9,74,16.67,3,81.32,21.21,3,36.63,27.1,98,156,36.13,11.12,48.84,0.43,30.77,100
IITA-TMS-IBA982101,2,0,3,187,7,78,11.73,3,87.55,26.788,2,48.76,25.05,50.4,181,33.40,9.04,65.01,0.34,27.06,39
TMS18F1174P0011,2,4,4,168,6,26,13.62,3,92.27,31.98,2,46.28,16.3,54,168,21.73,6.19,61.71,0.26,28.48,46
TMS18F1041P0005,2,1,3,160,4,22,20.43,3,87.67,26.622,1,21.68,7.65,51,146,10.20,3.43,28.91,0.26,33.59,54
TMS18F1331P0016,2,6,3,193,9,95,14.01,2,74.57,24.528,2,52.73,38.35,46,183,51.13,14.71,70.31,0.42,28.77,48
TMS18F1138P0037,2,0,,,3,31,9.88,,,,2,60.98,19.95,,,26.60,6.83,81.31,0.25,25.67,
TMS18F1025P0041,2,3,1,156,8,45,18.74,3,68.32,20.106,3,27.68,24.35,78,139,32.47,10.50,36.91,0.47,32.33,72
TMS18F1309P0074,2,3,,174,6,58,11.67,1,,22.024,3,23.52,27,,150,36.00,9.73,31.36,0.53,27.01,
TMS18F1240P0024,2,3,,138,4,31,11.44,2,44.72,22.872,2,34.52,12.65,,116,16.87,4.53,46.03,0.27,26.84,
TMS18F1562P0025,2,4,,,4,10,,2,77.38,19.79,3,18.38,3.15,,113,4.20,,24.51,0.15,,37
TMS18F1306P0114,2,0,,,4,32,12.92,,,,2,29.7,20.3,,,27.07,7.57,39.60,0.41,27.96,
TMS18F1289P0014,2,2,2,144,6,34,16.00,3,66.30,22.998,2,30.5,15.65,50,125,20.87,6.32,40.67,0.34,30.27,51
TMS18F1348P0097,2,2,3,136,8,36,16.67,3,69.81,18.128,2,38.14,28.6,31,123,38.13,11.73,50.85,0.43,30.77,28
TMS18F1262P0008,2,2,,,5,31,12.72,,,,2,37.5,18.55,,,24.73,6.88,50.00,0.33,27.81,
TMS18F1263P0037,2,1,,,3,22,14.54,,,,2,21.1,14.05,,,18.73,5.46,28.13,0.40,29.17,
TMS18F1332P0002,2,2,,112,6,52,11.79,2,43.52,17.85,2,32.56,32.15,,97,42.87,11.62,43.41,0.50,27.11,
TMS18F1380P0003,2,,,,,,,,,,,,,,,,,,,,
TMS18F1396P0017,2,0,,,3,47,13.06,,,,3,61.15,33.4,,,44.53,12.50,81.53,0.35,28.06,
TMS18F1056P0066,2,,,,,,,,,,,,,,,,,,,,
TMS18F1320P0086,2,0,,,4,56,13.29,,,,2,31.95,26.36,,,35.15,9.92,42.60,0.45,28.23,
TMS18F1562P0023,2,3,,,2,5,,,,,2,18.7,0.9,,,1.20,,24.93,0.05,,
TMS18F1355P0081,1,0,3,114.1666667,9,31,23.3,3,73.83,17.73,2,9.8,23.55,49.16666667,100,31.4,11.6,13.1,0.71,37.1,46.66666667
TMS18F1305P0138,1,2,3,254.1666667,9,33,31.92,3,69.86,29.51,2,31.45,18.2,104.1666667,253.3333333,24.3,10.5,41.9,0.37,43.4,85
TMS18F1348P0097,1,4,2,158.3333333,6,20,,3,61.97,19.42,2,13.75,5.5,97,163.3333333,7.3,2.5,18.3,0.29,33.7,71.66666667
TMS18F1352P0049,1,0,3,213.3333333,9,25,22.63,2,83.7,25.45,1,23.2,22.9,100.8333333,195,30.5,8.9,30.9,0.50,29.3,71.66666667
TMS18F1485P0020,1,2,3,136.6666667,8,13,27.59,2,92.79,18.8,2,8.6,5.05,43.33333333,141.6666667,6.7,2.5,11.5,0.37,36.7,48
TMS18F1340P0001,1,0,2,149.1666667,9,50,24.98,3,70.08,20.66,2,16.4,16.75,27.5,136.6666667,22.3,8.2,21.9,0.51,36.7,41.66666667
TMS18F1258P0153,1,3,3,157.5,6,16,,3,88.3,25.2,2,10.3,7.8,63.33333333,150,10.4,3.4,13.7,0.43,32.9,68.33333333
TMS18F1562P0023,1,7,2,166.6666667,8,17,,3,78.15,20.5,3,14.2,7,92,170,9.3,3.5,18.9,0.33,37.5,80
TMEB419,1,4,0,196.6666667,9,12,,1,,21.03,2,9.15,4,115,226.6666667,5.3,1.8,12.2,0.30,33.5,
TMS18F1338P0115,1,2,2,63.33333333,9,,,2,,16.38,3,,2.25,27,75,3.0,,,,,30
TMS18F1308P0077,1,0,3,123.3333333,9,31,24.69,3,73.69,17.08,3,11.95,17.95,33.33333333,143.3333333,23.9,8.6,15.9,0.60,35.9,31.66666667
TMS18F1337P0049,1,5,2,225.8333333,9,55,,3,86.23,22.59,3,18.1,17.7,117,231.3333333,23.6,7.8,24.1,0.49,33.1,110
TMS18F1005P0023,1,4,2,186.6666667,8,16,,4,73.97,25.12,2,12.4,4.35,90,185,5.8,2.1,16.5,0.26,36.4,96.66666667
IITA-TMS-IBA30572,1,0,3,227.5,8,19,25.4,3,80.14,28.89,1,19.75,7.15,92.5,206.6666667,9.5,3.0,26.3,0.27,31.7,95
TMS18F1287P0029,1,0,2,156.6666667,9,58,33.27,4,64.02,19.27,3,11.8,20.2,98.33333333,171.6666667,26.9,11.3,15.7,0.63,42.1,105
TMS18F1489P0040,1,6,3,179.1666667,5,10,,3,64.59,21.37,1,15.55,6.45,51.66666667,156.6666667,8.6,2.6,20.7,0.29,30.3,31.66666667
TMS18F1340P0030,1,0,1,163.3333333,9,34,,2,78.14,17.89,2,8.35,11.95,74.16666667,145,15.9,5.8,11.1,0.59,36.7,77.33333333
TMS18F1389P0021,1,4,1,142.5,4,11,,2,82.79,24.3,1,9.35,4.8,63.33333333,200,6.4,2.2,12.5,0.34,34.3,150.6666667
